LONG_SCHOOL_YEAR,SCHOOL_DSTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,LABEL_SORT_ORDER,COMPLETER_TYPE,LABEL_LVL_1_DESC,LABEL_LVL_5_CD,PROGRAM_TOTAL,PROGRAM_PERCENT
2018-19,603,Bacon County,302,Bacon County High School,5,Other Completers,Certificates Of Attendance,Multi,,
2018-19,603,Bacon County,302,Bacon County High School,5,Other Completers,Certificates Of Attendance,Native American/ Alaskan Native,,
2018-19,603,Bacon County,ALL,All Column Values,0,Graduates,General Education Diplomas,Male,85,57.4
2018-19,603,Bacon County,ALL,All Column Values,0,Graduates,General Education Diplomas,Female,63,42.6
2018-19,603,Bacon County,ALL,All Column Values,0,Graduates,General Education Diplomas,Total,148,100
2018-19,603,Bacon County,ALL,All Column Values,0,Graduates,General Education Diplomas,Black,21,14.2
2018-19,603,Bacon County,ALL,All Column Values,0,Graduates,General Education Diplomas,White,96,64.9
2018-19,603,Bacon County,ALL,All Column Values,0,Graduates,General Education Diplomas,Hispanic,25,16.9
2018-19,603,Bacon County,ALL,All Column Values,0,Graduates,General Education Diplomas,Asian,0,0
2018-19,603,Bacon County,ALL,All Column Values,0,Graduates,General Education Diplomas,Multi,6,4.1
2018-19,603,Bacon County,ALL,All Column Values,0,Graduates,General Education Diplomas,Native American/ Alaskan Native,0,0
2018-19,603,Bacon County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Male,,
2018-19,603,Bacon County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Female,,
2018-19,603,Bacon County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Total,,
2018-19,603,Bacon County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Black,,
2018-19,603,Bacon County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,White,,
2018-19,603,Bacon County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Hispanic,,
2018-19,603,Bacon County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Asian,,
2018-19,603,Bacon County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Multi,,
2018-19,603,Bacon County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Native American/ Alaskan Native,,
2018-19,603,Bacon County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Male,,
2018-19,603,Bacon County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Female,,
2018-19,603,Bacon County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Total,,
2018-19,603,Bacon County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Black,,
2018-19,603,Bacon County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,White,,
2018-19,603,Bacon County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Hispanic,,
2018-19,603,Bacon County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Asian,,
2018-19,603,Bacon County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Multi,,
2018-19,603,Bacon County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Native American/ Alaskan Native,,
2018-19,603,Bacon County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Male,,
2018-19,603,Bacon County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Female,,
2018-19,603,Bacon County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Total,,
2018-19,603,Bacon County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Black,,
2018-19,603,Bacon County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,White,,
2018-19,603,Bacon County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Hispanic,,
2018-19,603,Bacon County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Asian,,
2018-19,603,Bacon County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Multi,,
2018-19,603,Bacon County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Native American/ Alaskan Native,,
2018-19,603,Bacon County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Male,,
2018-19,603,Bacon County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Female,,
2018-19,603,Bacon County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Total,,
2018-19,603,Bacon County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Black,,
2018-19,603,Bacon County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,White,,
2018-19,603,Bacon County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Hispanic,,
2018-19,603,Bacon County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Asian,,
2018-19,603,Bacon County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Multi,,
2018-19,603,Bacon County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Native American/ Alaskan Native,,
2018-19,603,Bacon County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Male,,
2018-19,603,Bacon County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Female,,
2018-19,603,Bacon County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Total,,
2018-19,603,Bacon County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Black,,
2018-19,603,Bacon County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,White,,
2018-19,603,Bacon County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Hispanic,,
2018-19,603,Bacon County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Asian,,
2018-19,603,Bacon County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Multi,,
2018-19,603,Bacon County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Native American/ Alaskan Native,,
2018-19,604,Baker County,105,Baker County K12 School,0,Graduates,General Education Diplomas,Male,10,45.5
2018-19,604,Baker County,105,Baker County K12 School,0,Graduates,General Education Diplomas,Female,12,54.5
2018-19,604,Baker County,105,Baker County K12 School,0,Graduates,General Education Diplomas,Total,22,100
2018-19,604,Baker County,105,Baker County K12 School,0,Graduates,General Education Diplomas,Black,16,72.7
2018-19,604,Baker County,105,Baker County K12 School,0,Graduates,General Education Diplomas,White,4,18.2
2018-19,604,Baker County,105,Baker County K12 School,0,Graduates,General Education Diplomas,Hispanic,2,9.1
2018-19,604,Baker County,105,Baker County K12 School,0,Graduates,General Education Diplomas,Asian,0,0
2018-19,604,Baker County,105,Baker County K12 School,0,Graduates,General Education Diplomas,Multi,0,0
2018-19,604,Baker County,105,Baker County K12 School,0,Graduates,General Education Diplomas,Native American/ Alaskan Native,0,0
2018-19,604,Baker County,105,Baker County K12 School,1,Graduates,Diplomas with Both College Prep. & Voc.,Male,,
2018-19,604,Baker County,105,Baker County K12 School,1,Graduates,Diplomas with Both College Prep. & Voc.,Female,,
2018-19,604,Baker County,105,Baker County K12 School,1,Graduates,Diplomas with Both College Prep. & Voc.,Total,,
2018-19,604,Baker County,105,Baker County K12 School,1,Graduates,Diplomas with Both College Prep. & Voc.,Black,,
2018-19,604,Baker County,105,Baker County K12 School,1,Graduates,Diplomas with Both College Prep. & Voc.,White,,
2018-19,604,Baker County,105,Baker County K12 School,1,Graduates,Diplomas with Both College Prep. & Voc.,Hispanic,,
2018-19,604,Baker County,105,Baker County K12 School,1,Graduates,Diplomas with Both College Prep. & Voc.,Asian,,
2018-19,604,Baker County,105,Baker County K12 School,1,Graduates,Diplomas with Both College Prep. & Voc.,Multi,,
2018-19,604,Baker County,105,Baker County K12 School,1,Graduates,Diplomas with Both College Prep. & Voc.,Native American/ Alaskan Native,,
2018-19,604,Baker County,105,Baker County K12 School,2,Graduates,Diplomas with College Prep Endorsements,Male,,
2018-19,604,Baker County,105,Baker County K12 School,2,Graduates,Diplomas with College Prep Endorsements,Female,,
2018-19,604,Baker County,105,Baker County K12 School,2,Graduates,Diplomas with College Prep Endorsements,Total,,
2018-19,604,Baker County,105,Baker County K12 School,2,Graduates,Diplomas with College Prep Endorsements,Black,,
2018-19,604,Baker County,105,Baker County K12 School,2,Graduates,Diplomas with College Prep Endorsements,White,,
2018-19,604,Baker County,105,Baker County K12 School,2,Graduates,Diplomas with College Prep Endorsements,Hispanic,,
2018-19,604,Baker County,105,Baker County K12 School,2,Graduates,Diplomas with College Prep Endorsements,Asian,,
2018-19,604,Baker County,105,Baker County K12 School,2,Graduates,Diplomas with College Prep Endorsements,Multi,,
2018-19,604,Baker County,105,Baker County K12 School,2,Graduates,Diplomas with College Prep Endorsements,Native American/ Alaskan Native,,
2018-19,604,Baker County,105,Baker County K12 School,3,Graduates,Diplomas with Vocational Endorsements,Male,,
2018-19,604,Baker County,105,Baker County K12 School,3,Graduates,Diplomas with Vocational Endorsements,Female,,
2018-19,604,Baker County,105,Baker County K12 School,3,Graduates,Diplomas with Vocational Endorsements,Total,,
2018-19,604,Baker County,105,Baker County K12 School,3,Graduates,Diplomas with Vocational Endorsements,Black,,
2018-19,604,Baker County,105,Baker County K12 School,3,Graduates,Diplomas with Vocational Endorsements,White,,
2018-19,604,Baker County,105,Baker County K12 School,3,Graduates,Diplomas with Vocational Endorsements,Hispanic,,
2018-19,604,Baker County,105,Baker County K12 School,3,Graduates,Diplomas with Vocational Endorsements,Asian,,
2018-19,604,Baker County,105,Baker County K12 School,3,Graduates,Diplomas with Vocational Endorsements,Multi,,
2018-19,604,Baker County,105,Baker County K12 School,3,Graduates,Diplomas with Vocational Endorsements,Native American/ Alaskan Native,,
2018-19,604,Baker County,105,Baker County K12 School,4,Other Completers,Special Education Diplomas,Male,,
2018-19,604,Baker County,105,Baker County K12 School,4,Other Completers,Special Education Diplomas,Female,,
2018-19,604,Baker County,105,Baker County K12 School,4,Other Completers,Special Education Diplomas,Total,,
2018-19,604,Baker County,105,Baker County K12 School,4,Other Completers,Special Education Diplomas,Black,,
2018-19,604,Baker County,105,Baker County K12 School,4,Other Completers,Special Education Diplomas,White,,
2018-19,604,Baker County,105,Baker County K12 School,4,Other Completers,Special Education Diplomas,Hispanic,,
2018-19,604,Baker County,105,Baker County K12 School,4,Other Completers,Special Education Diplomas,Asian,,
2018-19,604,Baker County,105,Baker County K12 School,4,Other Completers,Special Education Diplomas,Multi,,
2018-19,604,Baker County,105,Baker County K12 School,4,Other Completers,Special Education Diplomas,Native American/ Alaskan Native,,
2018-19,604,Baker County,105,Baker County K12 School,5,Other Completers,Certificates Of Attendance,Male,,
2018-19,604,Baker County,105,Baker County K12 School,5,Other Completers,Certificates Of Attendance,Female,,
2018-19,604,Baker County,105,Baker County K12 School,5,Other Completers,Certificates Of Attendance,Total,,
2018-19,604,Baker County,105,Baker County K12 School,5,Other Completers,Certificates Of Attendance,Black,,
2018-19,604,Baker County,105,Baker County K12 School,5,Other Completers,Certificates Of Attendance,White,,
2018-19,604,Baker County,105,Baker County K12 School,5,Other Completers,Certificates Of Attendance,Hispanic,,
2018-19,604,Baker County,105,Baker County K12 School,5,Other Completers,Certificates Of Attendance,Asian,,
2018-19,604,Baker County,105,Baker County K12 School,5,Other Completers,Certificates Of Attendance,Multi,,
2018-19,604,Baker County,105,Baker County K12 School,5,Other Completers,Certificates Of Attendance,Native American/ Alaskan Native,,
2018-19,604,Baker County,ALL,All Column Values,0,Graduates,General Education Diplomas,Male,10,45.5
2018-19,604,Baker County,ALL,All Column Values,0,Graduates,General Education Diplomas,Female,12,54.5
2018-19,604,Baker County,ALL,All Column Values,0,Graduates,General Education Diplomas,Total,22,100
2018-19,604,Baker County,ALL,All Column Values,0,Graduates,General Education Diplomas,Black,16,72.7
2018-19,604,Baker County,ALL,All Column Values,0,Graduates,General Education Diplomas,White,4,18.2
2018-19,604,Baker County,ALL,All Column Values,0,Graduates,General Education Diplomas,Hispanic,2,9.1
2018-19,604,Baker County,ALL,All Column Values,0,Graduates,General Education Diplomas,Asian,0,0
2018-19,604,Baker County,ALL,All Column Values,0,Graduates,General Education Diplomas,Multi,0,0
2018-19,604,Baker County,ALL,All Column Values,0,Graduates,General Education Diplomas,Native American/ Alaskan Native,0,0
2018-19,604,Baker County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Male,,
2018-19,604,Baker County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Female,,
2018-19,604,Baker County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Total,,
2018-19,604,Baker County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Black,,
2018-19,604,Baker County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,White,,
2018-19,604,Baker County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Hispanic,,
2018-19,604,Baker County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Asian,,
2018-19,604,Baker County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Multi,,
2018-19,604,Baker County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Native American/ Alaskan Native,,
2018-19,604,Baker County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Male,,
2018-19,604,Baker County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Female,,
2018-19,604,Baker County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Total,,
2018-19,604,Baker County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Black,,
